Phenotype:,Hemoglobin A1c,Mean arterial pressure,Body mass index,Heart rate,Oxygen saturation,Hemoglobin total,Poor (N=223),Fair (N=969),Very good (N=79),Excellent (N=132),Cough (N=413),Diarrhea (N=85),Bristol stool scale,Diabetes (N=40),Allergies (N=124),Heart disease (N=59),Asthma (N=62),Stomach illness (N=261),Intestinal illness (N=103),Arthritis (N=43),Painkillers (N=1184),Antibiotics (N=242),Anti-diarrheal (N=60),Anti-parasitic (N=49),Anti-fungal (N=41),Vitamins (N=335),Anti-hypertensive (N=82),Reserved (N=1666),Nervous (N=950),Openness (N=1550),Cognitive impairment (N=100),Dementia (N=185),Alcohol daily frequency,Cigarette usage (N=82),Cigarette frequency,Mild anxiety (N=395),Moderate anxiety (N=123),Severe anxiety (N=59),Mild depression (N=469),Moderate depression (N=138),Severe depression (N=89),Cat (N=960),Dog (N=1384),Parakeet (N=157),No pets (N=220),Cow (N=535),Goat (N=63),Pig (N=269),Chicken (N=1664),Duck (N=636),Turkey (N=413),Sheep (N=51),Geese (N=82),Horse (N=468),Rabbit (N=176),No farm animals (N=171),Mice (N=820),Bat (N=546),Lizard (N=534),Snake (N=546),Bird (N=660),Possum (N=588),Rat (N=590),Squirrel (N=51),No wild animals (N=591),Beans,Tortillas,Rice,Bread,Milk,Yogurt,Cream/butter,Cheese,Eggs,Vegetables,Fruits,Natural juice,Chicken,Beef/pork,Ham/sausages/hotdog,Fish,Diet diversity score,Number of partners,Living with partner (N=1232),Grades 1-3 (N=920),Grades 4-6 (N=528),Grades >6 (N=129),Friend ties (same building),Friend ties (different building),Betweeness (friendship),Transitivity (friendship),Family ties (same building),Family ties (different building),Transitivity (familial),Betweeness (familial),Degree (all ties),Clustering coefficient(all ties),Betweeness(all ties),Kin percentage (to third degree),Altruism,Risk taking,Washing hands (N=1603),Distance to village center,Distance to main road,Number of churches,Altitude,Travel,Monthly expenditure,Household size,Household wealth index,TV (N=958),No electronics (N=89),Earth/Sand floor (N=594),Ceramic floor (N=151),Glass windows (N=86),Unfinished windows (N=59),Clay/mud walls (N=1256),Cement walls (N=402),Concrete roof (N=37),Sleeping rooms,Spring(protected) (N=1441),Tube well (N=91),Dug well(protected) (N=93)
k__Archaea|p__Euryarchaeota|c__CFGB343|o__OFGB343|f__FGB343|g__GGB781|s__GGB781_SGB1024|t__SGB1024,0.02484384,0.590579559,0.018423252,0.270806529,0.015706292,0.773021811,0.971208645,0.027066501,0.363184143,0.873882579,0.66424917,0.519630571,0.485777421,0.109122748,0.131916424,0.437994694,0.956575133,0.74711287,0.261693288,0.903366756,0.000815261,0.009283307,0.897292919,0.726553973,0.931432514,0.062865887,0.02555409,0.446346649,0.791358234,0.058976279,0.41523022,0.00720236,0.06440633,0.335172064,0.904906077,0.244417192,0.099793937,0.152690828,0.193860419,0.946822623,0.196845597,0.697470456,0.424959819,0.029648739,0.034405705,0.026594461,0.946237715,0.302605604,0.187614205,0.201083502,0.838675862,0.709040199,0.921772525,0.32279696,0.57545273,0.27914403,0.536453471,0.442293183,0.874598992,0.877353487,0.504296199,0.910826816,0.049950614,0.977350849,0.263814697,0.282798063,0.007620535,0.058648937,0.583117065,0.004045703,0.020939451,0.035017777,0.198372125,0.982194048,0.033343416,0.00684591,0.00843769,0.21031167,0.002638795,0.443310508,0.019294626,0.052409508,0.304073371,0.939819033,0.654392054,0.257554294,0.073017189,0.334857816,0.499407628,0.002315948,0.719469487,0.292517466,0.813425373,0.973194571,0.705102023,0.113935796,0.374759823,0.061712082,2.79E-05,0.020528778,0.966206662,0.00459429,0.941672205,0.885162658,0.030827974,0.136139555,0.087756566,0.000480745,0.030898166,1.81E-17,2.45E-05,1.17E-05,8.25E-12,0.000237131,0.008769522,0.076200454,0.000712996,0.002681544,0.059766922,0.387258376,0.361539114,0.649536329,0.821036658
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_succinifaciens|t__SGB3546_group,0.901635574,0.320414251,6.79E-05,0.143983205,0.438535476,0.588936076,0.215202114,0.007142809,0.078804402,0.73085166,0.437463081,0.467427137,0.135018462,0.733213363,0.014590317,0.286267677,0.189674813,0.043418379,0.018733541,0.815664796,0.250179721,0.000769682,0.419028637,0.169544465,0.874352234,0.054771331,0.219769075,0.160676599,0.538813948,0.143535747,0.297554954,0.021038597,0.152497214,0.653450692,0.930467972,0.749677159,0.710178522,0.406374584,0.871183523,0.978736873,0.833106781,0.435149856,0.38607977,0.652751345,0.333145696,0.504304896,0.757504246,0.213207378,0.968035034,0.326199445,0.707708588,0.838415928,0.393754998,0.798787147,0.78400678,0.825432321,0.902739306,0.078348653,0.816479908,0.062079576,0.713099037,0.111383647,0.360683975,0.417518453,0.050352716,0.478302056,0.470064265,0.625756321,0.359977865,0.000472264,0.857845384,0.01805306,0.160299434,0.896594024,0.004461121,0.022733929,0.015168898,0.219749994,0.001519467,0.062064838,0.058907695,0.020241926,0.084939633,0.133517101,0.764488135,0.650988493,0.574264895,0.746695886,0.655923926,0.48147742,0.447715977,0.28656862,0.253609473,0.270740505,0.98089365,0.145765192,0.078983669,0.046058516,0.008806844,0.778125854,0.481080802,0.002636656,0.612002346,0.968360443,0.184733156,0.113610316,0.10593973,0.129152097,0.048724809,2.98E-10,0.002637186,0.000453057,0.000985518,0.000499012,0.067821662,0.002271881,0.087715505,0.061465764,0.210353214,0.044864632,0.328361716,0.382304758,0.793988704
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4266|s__GGB4266_SGB5809|t__SGB5809_group,0.193808712,0.706800894,0.075570245,0.556355819,0.141943845,0.187451723,0.407843491,0.924300472,0.741517784,0.121467857,0.85506336,0.266484147,0.636304547,0.246847963,0.319882763,0.761980745,0.813795015,0.250302876,0.127178156,0.932307952,0.96450568,0.028186834,0.85181905,0.100235148,0.803226676,0.387928277,0.637260497,0.055323705,0.94032186,0.005763307,0.87408876,0.072818921,0.832174028,0.520466252,0.809799901,0.465045394,0.334567659,0.967335227,0.654984089,0.878019866,0.651274182,0.616682563,0.036551086,0.196346653,0.279840271,0.497337852,0.673379251,0.134685786,0.25783569,0.41763225,0.158087589,0.156895703,0.912673236,0.333541568,0.940946294,0.107379835,0.782418688,0.619140982,0.934142919,0.54850559,0.160235797,0.342622345,0.194774137,0.125371353,0.007461486,0.047793236,2.16E-05,0.778583099,0.998558858,0.172191851,0.023109125,0.685016278,0.083951892,0.964428849,2.18E-07,0.00015679,3.02E-05,0.110820142,0.004844014,0.651583206,0.004416656,0.045551432,0.661125156,0.596965399,0.767100592,0.339474875,0.253691333,0.39462992,0.372226309,0.630590356,0.274929642,0.207181996,0.355894137,0.786801792,0.478344299,0.873697444,0.178086888,0.096308548,0.215040803,0.647690273,0.901183221,0.477607199,0.458298826,0.46852814,0.95088976,0.78739701,0.123989889,4.78E-07,0.033303869,6.62E-12,1.29E-06,0.097569787,0.000217687,0.00297445,0.075217777,0.462777504,0.005332151,0.018166198,0.134979057,0.004655438,0.009689897,0.1177382,0.625578877
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_pilosicoli|t__SGB5969,0.488894843,0.805225083,0.626134857,0.684017513,0.520287508,0.925093062,0.604312155,0.689373448,0.214542194,0.568548349,0.616252836,0.937308684,0.178958429,0.862152207,0.658929932,0.531996947,0.447946916,0.299144293,0.911752162,0.338410828,0.170032316,0.011656931,0.965031175,0.432125279,0.420858056,0.462293511,0.261751123,0.33841154,0.025357909,0.31152181,0.688340083,0.544368582,0.703897617,0.565027873,0.307516144,0.307512946,0.672071866,0.39983727,0.787153114,0.538069274,0.64459996,0.60394118,0.584573527,0.623002939,0.313511894,0.632000087,0.759899874,0.164470376,0.274584017,0.145484126,0.61761257,1,0.508197449,0.197745595,0.110608109,0.339293498,0.843827766,0.741846143,0.946579927,0.921593949,0.088432053,0.642412983,0.049610804,0.292752455,0.038789527,0.825130666,0.251357282,0.980377896,0.434099954,0.028288603,0.571101201,0.104072981,0.935169418,0.795354413,0.258319988,0.023061934,0.11986049,0.441105204,0.439695246,0.855188793,0.073928271,0.882301034,0.191922576,0.550655055,0.40278803,0.302922958,0.410315981,0.026133996,0.76494926,0.90635094,0.119398924,0.083080347,0.887891427,0.27841544,0.908769329,0.645664077,0.916364697,0.950327653,0.051283524,0.412830202,0.922407122,0.28321727,0.109259185,0.871555237,0.104967806,0.307414775,0.277511308,0.658671659,0.013975612,0.007915049,0.771919509,0.20563183,0.052322616,0.243369896,0.304098792,0.466826953,0.153386835,0.676318956,0.668021606,0.124789561,0.868778633,0.846568916,0.564035516
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_885|t__SGB1677,0.488402137,0.516829232,0.593180409,0.648179976,0.132327822,0.956782453,0.48697209,0.322294488,0.749390278,0.934350863,0.383743463,0.996403467,0.155745474,0.864036133,0.000341331,0.651986024,0.375837242,0.151222005,0.201340037,0.413044103,0.279472039,0.22248768,0.494763675,0.139841406,0.972825122,0.303737007,0.363186634,0.50939332,0.231647458,0.000282176,0.79635692,0.005146733,0.60911755,0.330451078,0.478417824,0.226689133,0.95883725,0.396876489,0.248071478,0.929781411,0.914043327,0.820648392,0.650935512,0.060668243,0.771406014,0.824061088,0.388841215,0.534157706,0.098943934,0.018885522,0.877946379,0.11034247,0.352904258,0.895926671,0.149115624,0.085746762,0.590024471,0.128127883,0.311657002,0.293981207,0.334713071,0.6833235,0.063801602,0.779780529,0.13583634,0.015550356,0.260256306,0.63634677,0.792236176,0.000902309,0.013299669,0.047028092,0.007486462,0.953360262,5.10E-06,0.000131448,0.006267744,0.147126974,0.091900227,0.151415129,0.20779254,0.080946046,0.00314286,0.881597503,0.15488964,0.406350425,0.010331067,0.171849218,0.605286493,0.407483757,0.895787868,0.202995021,0.600249259,0.788022844,0.411557226,0.288877135,0.617953614,0.622336654,0.059115567,0.628483925,0.51318296,0.287887023,0.66501436,0.807137992,0.017385905,0.312837009,0.213406322,0.006855962,0.00452309,4.85E-19,7.52E-08,0.00060885,1.36E-09,0.115927104,0.078720185,0.332833968,0.069814407,0.013273879,0.734444768,0.002578743,0.808999453,0.881683776,0.26079204
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium|t__SGB8619,0.269258941,0.994825518,0.000558747,0.097971779,0.668298929,0.473174517,0.742263154,0.503166381,0.898618745,0.41195919,0.541227788,0.773604844,0.925449726,0.872701488,0.390968745,0.3000614,0.677267328,0.056911308,0.000667464,0.740890254,0.342315827,0.002196929,0.909983512,0.792052943,0.391497451,0.991068024,0.796153736,0.479002593,0.674035927,0.977279122,1,0.716612459,0.483258472,0.009957026,0.354546857,0.292820534,0.762477938,0.92229115,0.393178737,0.771065442,0.379781541,0.195118674,0.42853315,0.370159628,0.246742237,0.953427575,0.609548239,0.699566331,0.10863234,0.017358318,0.995085976,0.687674875,0.427324074,0.564241852,0.777066418,0.372599543,0.061872355,0.225467416,0.482701473,0.545287585,0.536218128,0.241723792,0.736460268,0.756183779,0.226106893,0.510790191,0.150761933,0.233944289,0.340388505,0.731338046,0.812468466,0.319661327,0.630477342,0.362141351,0.85487053,0.835929699,0.551949127,0.782527617,0.866967223,0.816318689,0.215217612,0.538120645,0.31789015,0.982918693,0.606419336,0.640862039,0.547001036,0.30999349,0.659870886,0.858536714,0.812757682,0.173996991,0.942942936,0.576516686,0.324187244,0.691875865,0.946329749,0.766235475,0.93581357,0.931866508,0.494398494,0.297119257,0.351026521,0.662779382,0.006238884,0.397702043,0.254099282,0.082130232,0.16459167,0.001073943,0.185161815,0.979037154,0.002967845,0.121931702,0.472134898,0.2698725,0.66959876,0.638510749,0.342083403,0.782875179,0.993129251,0.946930995,0.876584045
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1235|s__GGB1235_SGB1614|t__SGB1614,0.359466284,0.715245515,0.231913723,0.635691802,0.230637569,0.618163722,0.809701783,0.484556269,0.20952108,0.861250935,0.979680494,0.669885004,0.42220523,0.444833592,2.53E-06,0.559061261,0.934335461,0.045291518,0.006310633,0.550149636,0.102665549,0.12165607,0.98923604,0.570577357,0.794877867,0.182578784,0.189986658,0.578957381,0.551684422,0.001192667,0.438812754,0.013009249,0.18668046,0.91157151,0.760615745,0.660607784,0.748942135,0.706226518,0.399157281,0.872267951,0.345658082,0.88936525,0.678091832,0.129544769,0.947469209,0.815100029,0.563793727,0.647413585,0.888728702,0.057199045,0.738254025,0.658960858,0.568655636,0.092939433,0.520445256,0.836990406,0.860180275,0.2248434,0.671750025,0.642663991,0.285379873,0.25975179,0.52391579,0.518823218,0.035865745,0.033117282,0.061329994,0.286526913,0.852617353,0.080835232,3.78E-05,0.078690615,0.088982887,0.518501279,8.82E-06,0.038105485,0.003893535,0.259967613,0.033480674,0.068918198,0.605876848,0.279847514,0.513755403,0.618864789,0.371363564,0.0090355,0.204772058,0.938280266,0.029099182,0.132683,0.711967561,0.689371109,0.520517708,0.988237741,0.8071158,0.260810586,0.102528818,0.037145053,0.007850338,0.816323707,0.943718677,0.129305986,0.582154914,0.406867636,0.28569317,0.676511574,0.606063006,0.000124069,0.068872636,2.44E-19,1.14E-09,4.37E-05,3.63E-07,0.001300135,0.000898766,0.070526838,0.004772607,5.83E-05,0.201691521,0.002868654,0.099362746,0.046792328,0.504211577
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1266|s__GGB1266_SGB1699|t__SGB1699,0.965382865,0.288980878,0.015072225,0.157133954,0.596625959,0.583316749,0.858071393,0.606858882,0.070592593,0.57109865,0.511338987,0.645706846,0.767664607,0.251908659,0.005817973,0.405136237,0.620629245,0.000143974,0.003180634,0.511178204,0.668103502,0.062353347,0.532755167,0.227701248,0.831197883,0.031465763,0.265110012,0.658808831,0.991570026,0.057994471,0.758884582,0.007135209,0.284537317,0.664719164,0.11658311,0.497782698,0.543342177,0.218799053,0.809310364,0.277876144,0.34509919,0.495196807,0.325329109,0.023888612,0.285669363,0.156676228,0.847860522,0.406735708,0.855931836,0.456005606,0.84779581,0.850951773,0.547040175,0.950898896,0.447158834,0.937409957,0.326472727,0.219799662,0.705938942,0.629750128,0.940783091,0.303846349,0.97367654,0.22601393,0.06707316,0.046264505,0.034201061,0.304376894,0.328002694,0.002308564,0.490100767,0.089917381,0.39113307,0.601467868,0.002326697,0.091273995,0.000393389,0.350137852,0.077750419,0.038881837,0.001804418,0.497932365,0.307120344,0.938902279,0.758770644,0.116682916,0.529885559,0.27172501,0.673062043,0.098870659,0.708598511,0.041520086,0.783095512,0.909321871,0.415038699,0.227806956,0.202852277,0.00794263,0.356752848,0.679561671,0.356309409,0.065559626,0.446088172,0.537459072,0.118605511,0.348329465,0.235420192,0.023063499,7.23E-05,2.48E-13,6.20E-05,0.007847028,1.38E-06,0.001282357,0.001135132,0.133043895,0.010344584,0.002402425,0.091757062,0.369522466,0.502988764,0.175838465,0.873752327
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB18559|s__GGB18559_SGB27424|t__SGB27424,0.49026673,0.909022533,0.212034658,0.549483733,0.999387453,0.946012945,0.3080705,0.146018747,0.109975914,0.50581009,0.868171276,0.355221649,0.030915819,0.982840983,0.004367044,0.782009462,0.695399247,0.002513215,0.027163164,0.727800805,0.824646518,0.321008324,0.273940986,0.071233195,0.523023085,0.718729563,0.145480158,0.014146556,0.061616816,0.000168397,0.647522846,0.045687154,0.382383872,0.976880225,0.514271934,0.152338766,0.304646042,0.526723151,0.382492599,0.333470435,0.416415304,0.601649099,0.859024714,0.604412732,0.946925599,0.427929012,0.731330703,0.552595781,0.216903762,0.03979697,0.671472983,0.393841943,0.595223823,0.643306643,0.476646341,0.238250408,0.635580119,0.45348298,0.487492933,0.859776246,0.950433184,0.582783061,0.059520234,0.692472003,0.02601044,0.038659377,0.808740072,0.992687541,0.463247546,0.212294762,0.172866159,0.109878388,0.385178078,0.048127421,0.02356146,0.021719054,0.325782224,0.553792531,0.040031711,0.867620436,0.27307665,0.627778653,0.287843979,0.431147662,0.966246473,0.244060266,0.757559214,0.98784565,0.519963315,0.131889215,0.030156486,0.882812513,0.077716512,0.354636699,0.185647878,0.1367359,0.631836396,0.066725929,0.009738855,0.25038355,0.528853062,0.886698123,0.646844296,0.408490241,0.252911003,0.373601564,0.613922824,0.000428148,0.018740636,6.13E-10,3.89E-07,0.075748424,9.92E-07,0.03298032,0.17683014,0.333851882,0.188721381,0.026583069,0.47079137,0.034804883,0.79264621,0.279029588,0.296335734
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroidaceae_unclassified|s__Bacteroidaceae_bacterium|t__SGB1473,0.952656863,0.109946248,0.151533152,0.526207191,0.397406626,0.197841569,0.470875297,0.650087861,0.46573895,0.704298703,0.292892322,0.898408592,0.543875046,0.737225865,0.007709157,0.983352912,0.456706323,0.516690399,0.331911605,0.547004789,0.668053018,0.083919692,0.850614246,0.440224027,0.211776059,0.253507861,0.866850035,0.034984867,0.603937106,0.747098127,0.495619529,0.413796755,0.974123447,0.727743621,0.918401255,0.481763911,0.661707853,0.283950563,0.859208328,0.679026029,0.534721116,0.061729899,0.552903295,0.028779008,0.614334434,0.027758047,0.288565238,0.171991475,0.085716798,0.002806534,0.756365746,0.939699655,0.89569289,0.859559397,0.364927291,0.099668573,0.089457055,0.122487502,0.741242768,0.563090707,0.329130366,0.079004826,0.841780602,0.50939332,0.131972964,0.901643439,0.801758692,0.959718876,0.394969098,0.018927574,0.301418873,0.317599452,0.497230537,0.764682831,0.21137069,0.421555717,0.453314192,0.173575269,0.018607961,0.380312608,0.014176611,0.338813043,0.09466811,0.712831509,0.739043586,0.061745944,0.734007117,0.11222599,0.710294958,0.451335458,0.302740147,0.790275166,0.953110036,0.360113073,0.942175769,0.772632708,0.880828831,0.7945251,0.000802964,0.396119524,0.895376261,0.658292831,0.918103927,0.467889849,0.205777993,0.03931028,0.977329105,0.275919186,0.000210919,7.04E-09,7.40E-05,0.031554988,0.001412221,0.254954002,0.405642537,0.02819177,0.004184384,0.03185498,0.717451267,0.340855144,0.487766522,0.736347576,0.857924856
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis|t__SGB4925,0.524060597,0.450860372,0.006884033,0.354131221,0.652988027,0.956407042,0.794810316,0.273336289,0.88561191,0.55462908,0.694605004,0.968867609,0.526126789,0.936179864,0.546737447,0.974469638,0.575548674,0.749703088,0.771846905,0.39362615,0.983064278,0.272476883,0.000205828,0.904651349,0.161666685,0.452393726,0.828138745,0.195286056,0.561616987,0.987107967,0.348554097,0.237764657,0.981188964,0.273701668,0.444220948,0.579309946,0.899106591,0.852973203,0.930174313,0.909159659,0.627030171,0.600658747,0.059519039,0.849695028,0.262626739,0.597148621,0.610349071,0.914689226,0.908672691,0.767234262,0.988171042,0.544428625,0.212150648,0.765918738,0.984681322,0.933854858,0.477496525,0.016125835,0.600225579,0.96269456,0.106204157,0.337963844,0.134426299,0.319964652,0.015976142,0.277929279,0.024588871,0.878190169,0.38659297,0.313105926,0.10494461,0.680980926,0.700520616,0.972417497,0.448421393,0.122574352,0.350589441,0.539805437,0.920670301,0.203421292,0.178261813,0.588430357,0.099756477,0.279487361,0.62669737,0.318952884,0.951060581,0.833728232,0.701264645,0.335604667,0.83585922,0.528571195,0.920848363,0.821283238,0.377784363,0.585999526,0.257217539,0.191705882,0.17790537,0.39693647,0.240510239,0.460202241,0.312713012,0.014648522,0.680741607,0.573906889,0.217569996,0.064096937,0.792355385,0.702392692,0.828108755,0.619106582,0.189571888,0.420017209,0.074992797,0.816997838,0.337520006,0.980496447,0.235059936,0.043403283,0.491574942,0.457864852,0.908410544
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_NSJ_71|t__SGB4290,0.722269316,0.404247387,0.017640426,0.334051922,0.751278274,0.412854354,0.584215163,0.853055365,0.842718976,0.934758691,0.953474354,0.673629627,0.878784289,0.750613322,0.30481187,0.486922208,0.176961995,0.152534157,0.106230891,0.153292902,0.083072294,0.001507417,0.455906571,0.293540786,0.218506139,0.524962463,0.679165315,0.374855008,0.228585593,0.755866824,0.682359693,0.935953934,0.398937614,0.410868268,0.110701241,0.911737861,0.582117322,0.927185065,0.110008638,0.687362556,0.950383373,0.965972921,0.644397258,0.888330964,0.877542612,0.713272638,0.696930872,0.549256452,0.294669794,0.772136209,0.849109669,0.226888626,0.872003179,0.953379272,0.599378676,0.39467896,0.791221074,0.942393516,0.312766982,0.845781212,0.863258883,0.365155276,0.396674041,0.900333392,0.46212608,0.575766724,0.000509826,0.602594291,0.678066425,0.207739613,0.047361189,0.017719498,0.799462538,0.399814111,0.959656523,0.426498036,0.139282278,0.880705745,0.315760479,0.90497626,0.886302327,0.991678092,0.315328712,0.463787534,0.441441865,0.440867025,0.317650433,0.008904568,0.230462746,0.780038758,0.753157933,0.940514753,0.586782861,0.897622932,0.853164503,0.100131498,0.507732234,0.182186177,0.426901045,0.652357377,0.074264521,0.861963091,0.878252168,0.767944888,0.5988279,0.110625704,0.873741257,0.673256891,0.573627649,0.665205293,0.762243491,0.407791324,0.69685408,0.303772609,0.429284683,0.307349319,0.664647304,0.994564654,0.447506212,0.311704691,0.362959342,0.796848451,0.510396239
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_10BH|t__SGB4914,0.180540668,0.994778531,0.000450525,0.185133108,0.567233877,0.823218317,0.754699201,0.936656119,0.422877742,0.913725433,0.054563507,0.520353743,0.304126455,0.485523205,0.721685562,0.698595905,0.799755736,0.350734321,0.038800381,0.503316327,0.524331482,0.884350675,0.473151739,0.465523716,0.509432753,0.691864058,0.109640395,0.456913321,0.782818505,0.483130572,0.027356097,0.216770915,0.122425313,0.145159366,0.245491309,0.684271378,0.958854551,0.601230544,0.938878778,0.995854477,0.551180676,0.875481222,0.707068786,0.865719003,0.807228916,0.795200716,0.763522796,0.578848941,0.382234889,0.21745075,0.03329884,0.979526703,0.48418635,0.30786788,0.719520558,0.166145585,0.893910775,0.362258042,0.876380191,0.709628372,0.99286489,0.881194801,0.94868258,0.931334897,0.304617209,0.686759006,0.176214408,0.559929475,0.794278758,0.488766049,0.63782857,0.215789696,0.812874942,0.953919321,0.102167093,0.607774484,0.4034316,0.232619398,0.238967171,0.027258424,0.503925074,0.750667695,0.89615634,0.890275125,0.998298483,0.490112827,0.557908575,0.607714482,0.210398151,0.90798642,0.553587211,0.461021615,0.366485771,0.856892727,0.316814741,0.395841992,0.754457012,0.9984824,0.295852155,0.864531699,0.876382661,0.927253782,0.322812003,0.577649719,0.323012712,0.370011772,0.062161594,0.848452194,0.13007162,0.003581246,0.112906814,0.205659841,0.264335019,0.96344797,0.240668525,0.784427616,0.060303052,0.46560751,0.289941163,0.610844714,0.839084907,0.55903784,0.484429007
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB4979|s__GGB4979_SGB6973|t__SGB6973,0.935726481,0.984823873,0.013908875,0.207312068,0.145069539,0.889559929,0.975178862,0.663164575,0.729483621,0.400097663,0.293376289,0.159061594,0.86906591,0.481830513,0.036473976,0.045055454,0.317499187,0.005565199,0.272013369,0.538766178,0.170486289,0.00113478,0.104802104,0.260287308,0.950212877,0.069390187,0.031647887,0.651915314,0.058150152,0.182987411,0.417633145,0.002086966,0.363194898,0.230311164,0.875221049,0.182167626,0.892120112,0.669558195,0.855025511,0.716542731,0.540723286,0.807646052,0.18678017,0.061566073,0.548964529,0.325592124,0.938394895,0.704612978,0.166024331,0.15153978,0.973071482,0.802036501,0.385072794,0.709200515,0.781831527,0.276868035,0.977645341,0.2333792,0.161291471,0.408789603,0.988403742,0.659581699,0.458686754,0.618793758,0.069992856,0.056850595,0.130111094,0.645666935,0.232116526,0.002309375,0.269965888,0.000688648,0.002831195,0.767126409,0.035041939,0.000196826,0.039438067,0.524434949,0.008533521,0.149803974,0.028307838,0.018670478,0.106967949,0.283823709,0.883206334,0.265791358,0.114237274,0.77644168,0.852721381,0.570801023,0.095446379,0.783502091,0.787959533,0.491535034,0.226092085,0.125678929,0.872250357,0.467231439,0.036960032,0.67271066,0.480597299,0.619248387,0.542719156,0.640099177,0.049662341,0.176233212,0.23774436,0.000345521,0.001784741,9.91E-15,1.16E-06,0.012852454,3.10E-05,0.004930885,0.004402363,0.334393467,0.097452431,0.073426878,0.022099391,0.009512616,0.205368598,0.006917257,0.286846168
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale|t__SGB4933_group,0.119189179,0.995483812,1.43E-05,0.890983121,0.828056456,0.822040374,0.296468168,0.775514688,0.200911641,0.719993062,0.950568864,0.664422116,0.370571173,0.855568354,0.550151803,0.312431028,0.695416127,0.895784172,0.143702602,0.398671201,0.747281525,0.842975395,0.261431034,0.585548993,0.998854735,0.434860927,0.224684633,0.324729022,0.787733752,0.847388904,0.848271725,0.073053567,0.776809496,0.978451036,0.483807355,0.909308321,0.80879882,0.816661662,0.277812172,0.907239408,0.330531941,0.163186204,0.517401643,0.737307332,0.568723993,0.610561684,0.287338734,0.974807654,0.658915071,0.229597298,0.914867769,0.227164592,0.434265734,0.686343806,0.951726399,0.443816027,0.784876796,0.942008904,0.918605961,0.826236922,0.053041998,0.611640536,0.563465518,0.144802933,0.063238601,0.840435626,0.005725876,0.017286094,0.010078337,0.635274372,0.071302619,0.308386964,0.435143802,0.69327901,0.117197322,0.790188227,0.792725604,0.725753827,0.210254859,0.056312057,0.921486253,0.849530595,0.205611619,0.511619434,0.377761441,0.80059402,0.678356948,0.70085036,0.213253645,0.759437785,0.653021496,0.158061101,0.697318519,0.55124861,0.663177739,0.484565389,0.645957945,0.587858017,0.234954455,0.163527968,0.680325981,0.514352745,0.964523745,0.00391983,0.553026685,0.360361594,0.482320506,0.387879775,0.374158478,0.778450502,0.628903706,0.848891622,0.981856467,0.695063335,0.513241101,0.770228295,0.335780512,0.952045725,0.786421239,0.794962456,0.228640735,0.72450675,0.60055657
