Phenotype:,Hemoglobin A1c,Mean arterial pressure,Body mass index,Heart rate,Oxygen saturation,Hemoglobin total,Poor (N=223),Fair (N=969),Very good (N=79),Excellent (N=132),Cough (N=413),Diarrhea (N=85),Bristol stool scale,Diabetes (N=40),Allergies (N=124),Heart disease (N=59),Asthma (N=62),Stomach illness (N=261),Intestinal illness (N=103),Arthritis (N=43),Painkillers (N=1184),Antibiotics (N=242),Anti-diarrheal (N=60),Anti-parasitic (N=49),Anti-fungal (N=41),Vitamins (N=335),Anti-hypertensive (N=82),Reserved (N=1666),Nervous (N=950),Openness (N=1550),Cognitive impairment (N=100),Dementia (N=185),Alcohol daily frequency,Cigarette usage (N=82),Cigarette frequency,Mild anxiety (N=395),Moderate anxiety (N=123),Severe anxiety (N=59),Mild depression (N=469),Moderate depression (N=138),Severe depression (N=89),Cat (N=960),Dog (N=1384),Parakeet (N=157),No pets (N=220),Cow (N=535),Goat (N=63),Pig (N=269),Chicken (N=1664),Duck (N=636),Turkey (N=413),Sheep (N=51),Geese (N=82),Horse (N=468),Rabbit (N=176),No farm animals (N=171),Mice (N=820),Bat (N=546),Lizard (N=534),Snake (N=546),Bird (N=660),Possum (N=588),Rat (N=590),Squirrel (N=51),No wild animals (N=591),Beans,Tortillas,Rice,Bread,Milk,Yogurt,Cream/butter,Cheese,Eggs,Vegetables,Fruits,Natural juice,Chicken,Beef/pork,Ham/sausages/hotdog,Fish,Diet diversity score,Number of partners,Living with partner (N=1232),Grades 1-3 (N=920),Grades 4-6 (N=528),Grades >6 (N=129),Friend ties (same building),Friend ties (different building),Betweeness (friendship),Transitivity (friendship),Family ties (same building),Family ties (different building),Transitivity (familial),Betweeness (familial),Degree (all ties),Clustering coefficient(all ties),Betweeness(all ties),Kin percentage (to third degree),Altruism,Risk taking,Washing hands (N=1603),Distance to village center,Distance to main road,Number of churches,Altitude,Travel,Monthly expenditure,Household size,Household wealth index,TV (N=958),No electronics (N=89),Earth/Sand floor (N=594),Ceramic floor (N=151),Glass windows (N=86),Unfinished windows (N=59),Clay/mud walls (N=1256),Cement walls (N=402),Concrete roof (N=37),Sleeping rooms,Spring(protected) (N=1441),Tube well (N=91),Dug well(protected) (N=93)
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14311,0.737396779,0.183015062,2.70E-11,0.541093031,0.653835659,0.663216075,0.886014023,0.932261136,0.246097231,0.289250173,0.827377321,0.273484931,0.042026139,0.479775106,0.262117004,0.885774109,0.895098272,0.001747742,0.009659423,0.599882383,0.457581291,0.004498879,0.211023091,0.050384422,0.308193956,0.528965665,0.168348718,0.234658497,0.568948197,0.852134773,0.838805664,0.343735721,0.828284106,0.922566124,0.889592668,0.764533049,0.981385461,0.699402952,0.590149385,0.769362622,0.585195184,0.476469598,0.342297288,0.390863338,0.576437808,0.479471187,0.375093753,0.868273931,0.701544802,0.774457088,0.883827342,0.207087261,0.75956826,0.435836862,0.878692467,0.953609923,0.421612066,0.872370548,0.248008404,0.082613982,0.461716179,0.522113335,0.345492244,0.156324942,0.771451136,0.439151242,0.139134052,0.046010324,0.178914331,0.888665624,0.747559912,0.154840722,0.912463407,0.617805483,0.931447683,0.728417572,0.25728073,0.820885322,0.9711158,0.708341568,0.81104261,0.465830753,0.95654458,0.049448759,0.205164644,0.040385142,0.912481918,0.362046506,0.10439315,0.133945566,0.40509065,0.046753322,0.804466826,0.435101404,0.114885251,0.046713599,0.903487448,0.231547495,0.504253533,0.720774781,0.233392631,0.704220794,0.771920944,0.921682878,0.250833106,0.748182134,0.175764137,0.852664067,0.866370111,0.995272568,0.880464504,0.606982213,0.611115522,0.999109912,0.723330548,0.894677455,0.857802966,0.803389744,0.847977739,0.966602644,0.961229042,0.541723099,0.47611023
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17154|t__SGB17154,0.102498977,0.863687551,0.353048379,0.756131703,0.000652422,0.642318018,0.610532279,0.982419264,0.833206147,0.526986691,0.365833447,0.125859287,0.96838124,0.32297739,0.034603168,0.001713485,0.588352778,0.819143348,0.629431996,0.797532051,0.169905145,0.663323347,0.127850277,0.432540657,0.590205021,0.413887006,0.622618115,0.40239813,0.240596248,0.680565625,0.98532866,0.602341695,0.190586619,0.519956568,0.017356654,0.025600659,0.371810439,0.679639515,0.024352441,0.043716604,0.674870523,0.364544009,0.206636111,0.892089985,0.256808871,0.268035409,0.58228089,0.017104965,0.841583078,0.398639731,0.947156297,0.531869938,0.970340428,0.184344606,0.427721142,0.427667879,0.201864541,0.500791756,0.670276727,0.997646224,0.809154402,0.930694136,0.738954071,0.956294517,0.927700495,0.599995747,0.524941616,0.42914783,0.881193865,0.391745225,0.210577456,0.863681703,0.253415294,0.509444084,0.606369996,0.676421016,0.429386872,0.874111941,0.621258767,0.792936776,0.268415779,0.505286224,0.667872182,0.595593947,0.263444323,0.238846136,0.282461688,0.64991814,0.625457756,0.754433364,0.301455108,0.887503188,0.182257288,0.16243607,0.024777171,0.93629261,0.966114377,0.893211195,0.733533465,0.226913339,0.927127335,0.648486207,0.323998621,0.036479257,0.565999398,0.526015237,0.819994784,0.053302942,0.592253856,0.001190878,0.162062813,0.455656092,0.008321085,0.00060371,0.186947101,0.113468463,0.392567117,0.474167264,0.22934495,0.115093515,0.490608289,0.105060109,0.530238865
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9059|s__GGB9059_SGB13976|t__SGB13976,0.202855984,0.803478964,3.31E-10,0.839100406,0.53977782,0.937884831,0.872038534,0.568709334,0.755279596,0.962802031,0.105067071,0.609190071,0.472430701,0.933557211,0.071013107,0.968973245,0.518192867,0.006213625,0.184490241,0.867331656,0.334470336,0.008475534,0.312363951,0.00284251,0.417000911,0.531285197,0.446220416,0.717545195,0.791878626,0.212462447,0.679435175,0.408925525,0.184606839,0.326570371,0.444750623,0.728026337,0.273903585,0.472303156,0.077492306,0.338425245,0.45665171,0.71307727,0.474979862,0.819329699,0.368240879,0.293485279,0.068758409,0.36742532,0.499515645,0.67447436,0.976740751,0.187060378,0.999091474,0.876977224,0.882236908,0.653379049,0.828592129,0.593108644,0.659635099,0.991617702,0.622174199,0.874383998,0.49796783,0.251539402,0.135205992,0.595339979,0.235806612,0.117647749,0.803426255,0.290966115,0.853574179,0.032221086,0.138520492,0.968775636,0.051518589,0.078306521,0.00377742,0.184603346,0.0113366,0.19815767,0.48335413,0.008034534,0.658400972,0.339823044,0.781626951,0.729198868,0.462045799,0.210825323,0.473909363,0.754623066,0.053788822,0.101519212,0.827320248,0.865426741,0.727242452,0.91397937,0.665273003,0.891507093,0.024283497,0.907242354,0.870198817,0.993272481,0.876395002,0.229903284,0.198249979,0.10429652,0.486088626,0.730848537,0.094930149,3.79E-05,0.026117753,0.424710466,0.022797595,0.076560144,0.134527905,0.242746363,0.214195349,0.322206557,0.869353874,0.273590241,0.66148249,0.260396177,0.706206177
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9699|s__GGB9699_SGB15216|t__SGB15216,0.928542817,0.142203548,6.31E-06,0.876759977,0.333515701,0.312330482,0.787110042,0.323923173,0.893153832,0.313307046,0.643513497,0.14319496,0.149142927,0.682036396,0.229334747,0.063601816,0.926482507,0.428772292,0.704434365,0.121022264,0.148642506,0.813297076,0.199190575,0.473546646,0.414729894,0.344624973,0.280044949,0.13186579,0.679350621,0.089533595,0.808933572,0.925105771,0.676475455,0.005446788,0.291791116,0.599491772,0.889935905,0.624282577,0.570137637,0.577879821,0.997866482,0.435137758,0.012742741,0.068907049,0.140807479,0.644848715,0.820143349,0.186759485,0.095232132,0.00309925,0.002573936,0.008141452,0.086524442,0.732130684,0.503420996,0.04602771,0.003449624,0.716515729,0.013881238,0.093765162,0.005684431,0.049381958,0.45797189,0.085797894,0.02633089,0.018258668,0.159956317,0.183879942,0.108013363,0.525534443,0.940157873,0.770192877,0.251926609,0.217721865,0.75775198,0.242168449,0.382715287,0.76983181,0.764313647,0.772833693,0.823286417,0.953828322,0.772063587,0.94751632,0.00066246,0.073645932,0.053896338,0.393503633,0.52133041,0.457827836,0.335893371,0.212401517,0.918224399,0.365162055,0.968666633,0.01794038,0.490928926,0.805704508,0.00028947,0.374104512,0.185242005,0.374319517,0.25853288,0.116656554,0.119243422,0.458737289,0.354962873,0.283919807,0.566690204,0.000118042,0.014317333,0.05757353,0.011980703,0.044138938,0.109195284,0.554898247,0.025203066,0.514433748,0.595339979,0.047754012,0.369545057,0.243219081,0.866600741
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4905,0.197044094,0.403364518,0.752781603,0.932071822,0.477702934,0.618135726,0.469268771,0.685508571,0.759819259,0.953054199,0.236420836,0.799845472,0.587810128,0.805856397,0.171381666,0.870160973,0.958317117,0.645669319,0.640010361,0.67262633,0.54101643,0.532688002,0.053441487,0.340097743,0.438603041,0.832469564,0.433205215,0.798174999,0.945550011,0.574961201,0.996556571,0.788831382,0.126413297,0.356452606,0.282848338,0.302534163,0.245552486,0.887658899,0.157103442,0.576189248,0.366442381,0.289176905,0.316142448,0.765416034,0.335757754,0.886446651,0.612488571,0.023296479,0.611297407,0.339338541,0.941816291,0.798555806,0.872779091,0.88585865,0.965170716,0.950440363,0.782201896,0.57595868,0.319456395,0.664700974,0.722659813,0.777843305,0.258733066,0.753680057,0.553434374,0.559888514,0.576418215,0.887037675,0.022338355,0.124806652,0.256066163,0.528199669,0.426287969,0.811025626,0.946595843,0.844846436,0.956078011,0.475476372,0.088698391,0.46817978,0.886416979,0.764164554,0.895565153,0.882822532,0.077398106,0.170063732,0.347620604,0.832245564,0.437245323,0.894173365,0.224795837,0.967093663,0.529367204,0.74430308,0.287407641,0.568090916,0.188943551,0.968724889,0.800231622,0.814803748,0.494337324,0.877495841,0.364383924,0.269006859,0.342449758,0.393878828,0.203145365,0.484928435,0.161519079,0.311013508,0.325099271,0.582278663,0.255564028,0.17326589,0.664940456,0.055456215,0.552868334,0.983721808,0.732901815,0.282283622,0.540343789,0.623859404,0.046577547
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_bacterium|t__SGB6529,0.052815449,0.516268449,4.00E-05,0.094478066,0.210106683,0.678302787,0.937217178,0.728425073,0.483073724,0.591875747,0.71242855,0.026999381,0.923248596,0.169506238,0.270946364,0.353541543,0.990997537,0.020517834,0.014384805,0.369762172,0.117056905,0.012111327,0.46415698,0.313875844,0.616567202,0.888823253,0.457239777,0.109094481,0.511857381,0.292698375,0.925108398,0.011864248,0.05157318,0.549448855,0.659872583,0.366835609,0.511198623,0.673667747,0.564309235,0.74070411,0.608791794,0.619318528,0.292792752,0.933227286,0.616069963,0.031880273,0.425835821,0.317184363,0.52095763,0.057975896,0.204383226,0.345688046,0.287396436,0.769858264,0.768486157,0.748864166,0.718013981,0.353366555,0.543726617,0.674374632,0.939427674,0.520370382,0.68997534,0.758097386,0.104038675,0.123371256,0.177701158,0.592251699,0.668039057,0.49307289,0.31113489,0.003121974,0.208919636,0.833156935,0.010243254,0.100728405,0.031542922,0.014492534,4.06E-05,0.001779006,0.107193067,0.158159975,0.985682019,0.493290851,0.735641394,0.969073572,0.105838296,0.385091033,0.884004154,0.213208933,0.32097951,0.106855792,0.402588021,0.617010618,0.59219935,0.034631225,0.778324651,0.321604564,0.006295957,0.41776817,0.752168577,0.296215195,0.176272172,0.553464482,0.867561399,0.149368684,0.086425585,0.878016161,0.050153973,6.42E-07,0.000948979,0.064655651,0.00318128,0.030912511,0.078570964,0.737363996,0.238792874,0.020508323,0.752930812,0.69527757,0.317752378,0.205463203,0.50337063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14193,0.16886358,0.424669881,0.01510928,0.447457879,0.511168857,0.729372341,0.320096484,0.52521714,0.978782432,0.326256738,0.285310279,0.927348021,0.328475148,0.968196631,0.832564705,0.107317862,0.763325394,0.247388285,0.775680612,0.679882757,0.789755799,0.301978688,0.130718635,0.681549176,0.99373499,0.435088183,0.511301499,0.386478584,0.841213713,0.923124364,0.049874497,0.225069667,0.599411651,0.094476324,0.448420589,0.942157302,0.978472897,0.618428091,0.486335687,0.45530261,0.731900083,0.631301379,0.677271785,0.305386941,0.612588041,0.595269834,0.476364686,0.926075224,0.031271659,0.572582737,0.785853823,0.787300219,0.591084831,0.76681856,0.70858372,0.044796971,0.976230542,0.485504665,0.265515564,0.336330544,0.885008652,0.923186585,0.46617438,0.699041764,0.965256173,0.518494435,0.139903278,0.376435011,0.009198372,0.15754372,0.670114683,0.682388815,0.363352121,0.26074421,0.182964975,0.05460317,0.437338635,0.587639994,0.961103779,0.655503928,0.763760396,0.752258331,0.975599421,0.031101192,0.365056851,0.085335706,0.73655349,0.583748331,0.085043329,0.264352436,0.818335331,0.037598501,0.135196906,0.334833145,0.150763891,0.019325881,0.202145502,0.111578874,0.269489885,0.568732181,0.209397022,0.766127643,0.282813727,0.894155972,0.303941586,0.870316805,0.843858499,0.156490872,0.959110661,0.003250845,0.036859533,0.11649055,0.117437776,0.291620005,0.642251491,0.889652839,0.36852581,0.144910299,0.687025439,0.042011174,0.503186301,0.977573919,0.756551031
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3573,0.922783712,0.507882922,0.000514163,0.974648207,0.219736702,0.992517264,0.952572692,0.827704934,0.466883654,0.05481874,0.167644455,0.196800278,0.215644293,0.363190634,0.424753243,0.074914864,0.931643157,0.116701939,0.018618162,0.18282103,0.131812196,0.583777549,0.221556794,0.128343881,0.705147175,0.503797714,0.57412007,0.771329326,0.818227202,0.565624263,0.536397253,0.724268732,0.916363445,0.658656513,0.366946788,0.777361222,0.913978896,0.159570501,0.2720471,0.478342258,0.990043887,0.374894047,0.431567931,0.325449183,0.305796,0.688282299,0.193437327,0.308352641,0.132689515,0.488388206,0.068837295,0.726846472,0.301890346,0.727955786,0.056948508,0.220677037,0.18227701,0.041977607,0.223874559,0.17330503,0.865995024,0.090778706,0.386778515,0.339746568,0.676776698,0.636824831,0.762111572,0.111782664,0.02225951,0.776227176,0.632631749,0.807301108,0.964387721,0.843410872,0.776592042,0.707714279,0.360064584,0.814303921,0.654411634,0.619912619,0.952309298,0.947370075,0.618827533,0.507247815,0.74574822,0.935107729,0.064267045,0.322358688,0.676946136,0.117879679,0.708003587,0.678470877,0.466448719,0.529580472,0.631768226,0.445856237,0.279738657,0.463012446,0.973535435,0.832339753,0.645140153,0.234984441,0.509615484,0.27957454,0.703926158,0.563068134,0.964878716,0.514886293,0.732853372,0.498485467,0.466429973,0.616563325,0.509250482,0.589458898,0.387746739,0.623034871,0.532646513,0.744446587,0.278945735,0.891944538,0.817723769,0.403058189,0.559745073
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii|t__SGB4537,0.634646648,0.198372649,0.000899804,0.718510579,0.240323975,0.839345287,0.531960914,0.397702043,0.632114399,0.296308889,0.61131474,0.890991153,0.56211805,0.427538295,0.934440925,0.178452074,0.268764805,0.001963318,0.016633998,0.624500191,0.953828629,9.67E-06,0.921810988,0.697638497,0.632020643,0.416382259,0.563851028,0.898596026,0.616701981,0.81538467,0.374692516,0.97423902,0.600648168,0.476331829,0.394118666,0.99700228,0.950298397,0.817003929,0.487201669,0.796322269,0.821358801,0.466975775,0.937770415,0.722924368,0.422617037,0.907330185,0.970103082,0.903447757,0.834652585,0.565130319,0.721621369,0.676164913,0.642412198,0.725704453,0.560883029,0.693066869,0.814650875,0.053508973,0.23157949,0.142815622,0.088122692,0.339016892,0.033650527,0.553622503,0.225972671,0.487952525,0.939783358,0.663251716,0.643814355,0.577124996,0.908266851,0.939165291,0.615469697,0.596467624,0.532649758,0.220791565,0.605609697,0.341740602,0.710565177,0.413330459,0.097043026,0.725122368,0.7836319,0.051999859,0.283440676,0.750425651,0.634421968,0.563935001,0.795836472,0.885225302,0.071924606,0.550541516,0.940499081,0.275349508,0.353843368,0.607811983,0.830896222,0.041455988,0.812963592,0.602555831,0.354768806,0.759861567,0.816635064,0.828098168,0.553664798,0.673958874,0.422325776,0.615774698,0.584192866,0.72816891,0.997599714,0.794086796,0.542612983,0.349212528,0.833352699,0.529210134,0.149826329,0.330351275,0.713319595,0.220929391,0.800482147,0.841813912,0.930000841
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB4482|s__GGB4482_SGB6176|t__SGB6176,0.140483256,0.966279998,0.042261687,0.32427869,0.202057919,0.083020491,0.698111079,0.896487525,0.779086702,0.339051926,0.709005554,0.608253678,0.618703274,0.02249833,0.070254623,0.754433364,0.936871674,0.859176646,0.727285056,0.526990349,0.083192166,0.748071266,0.878012223,0.58097622,0.863821398,0.657177789,0.882767749,0.451178319,0.291743081,0.8968367,0.758199071,0.738889209,0.837660293,0.1808553,0.261062755,0.423714681,0.330901454,0.350306129,0.670128261,0.843098442,0.76287394,0.119388529,0.174284289,0.520289468,0.052701319,0.82471047,0.931139917,0.854632071,0.045421698,0.310414513,0.133446117,0.952421862,0.148240309,0.00174002,0.010110037,0.092969217,0.519222157,0.077357453,0.143825862,0.163768217,0.777601908,0.523788334,0.893926182,0.952289479,0.285845681,0.967997879,0.230956303,0.366225265,0.325609884,0.588195223,0.752244881,0.638661644,0.984810428,0.244144746,0.856947739,0.422148322,0.677401275,0.516755904,0.036320089,0.764102712,0.060213113,0.589038512,0.894944797,0.330676761,0.754023166,0.621814516,0.273663045,0.425102484,0.43969508,0.634695021,0.855648218,0.351860832,0.002712056,0.793161321,0.016795133,0.023169836,0.394009364,0.365276027,0.968775636,0.588487207,0.266994829,0.867044847,0.124632906,0.365135755,0.51339932,0.140940919,0.244207648,0.254287691,0.479292859,0.159476432,0.137147489,0.575132378,0.090932888,0.709300578,0.393935295,0.69399416,0.137085022,0.194433711,0.720260164,0.646025304,0.340489047,0.842936092,0.984312788
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14017,0.706529831,0.329867533,9.66E-06,0.93981415,0.794095734,0.976328629,0.518234741,0.727787023,0.940013659,0.185947895,0.768765497,0.983494738,0.137804839,0.832276203,0.749448076,0.523648732,0.281649999,0.189916808,0.997266925,0.652806334,0.682971763,0.097793636,0.362549968,0.535890702,0.755757018,0.272829314,0.759382332,0.870059167,0.886215318,0.460479768,0.50574744,0.455217051,0.799121281,0.939153046,0.84049114,0.698529283,0.587912003,0.883692127,0.609667422,0.785116172,0.656601341,0.723883737,0.687517999,0.646981906,0.855842338,0.381530803,0.931506007,0.922784572,0.244354547,0.803135138,0.83561866,0.268405608,0.991648632,0.386127679,0.625657148,0.262793462,0.656041055,0.842774336,0.710091344,0.959283487,0.784204908,0.846492383,0.482624332,0.05248215,0.702495594,0.452304778,0.468656993,0.129825351,0.271836565,0.754111407,0.780682348,0.510921078,0.864849333,0.873130667,0.635967189,0.91688765,0.658526694,0.630809108,0.651035401,0.498864976,0.897331742,0.344852775,0.02815309,0.077878618,0.984840287,0.168082816,0.074117214,0.049711204,0.607927718,0.734852938,0.497384645,0.312970851,0.853963693,0.496697615,0.810118216,0.814840201,0.308706435,0.389940521,0.699395431,0.173627496,0.774083282,0.916226001,0.718200877,0.163560249,0.892880931,0.86203274,0.330612222,0.495054053,0.569479328,0.803347554,0.711221045,0.968249467,0.336152141,0.954390016,0.931554131,0.94750496,0.67078103,0.69047718,0.95810768,0.403367091,0.870400848,0.035553635,0.083562603
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_bacterium|t__SGB6503,0.497042297,0.490369222,3.67E-05,0.338610877,0.124182618,0.256364366,0.975922142,0.820112279,0.52976563,0.638179067,0.042278297,0.685137436,0.276211516,0.774873346,0.279915168,0.501496528,0.079784639,0.039615901,0.01281491,0.995289861,0.335265523,0.008233494,0.459841499,0.952819451,0.651016238,0.653338672,0.88197729,0.224352149,0.232910667,0.696621892,0.975060003,0.216978289,0.628028127,0.197594099,0.616922615,0.44235041,0.413782985,0.140430281,0.687038479,0.205186147,0.792496793,0.91642382,0.287409388,0.422150265,0.642185562,0.544859384,0.842602917,0.593044392,0.859716868,0.056399048,0.635258141,0.57505408,0.192148482,0.885363206,1,0.800912438,0.762750996,0.871885589,0.443631831,0.183316152,0.350820469,0.960417454,0.836490241,0.606173469,0.145960415,0.968144771,0.784008907,0.482014517,0.158352517,0.750392528,0.972838857,0.13107701,0.920796436,0.774088845,0.439853932,0.763970733,0.141113022,0.79137952,0.112400576,0.569194245,0.891026907,0.953421264,0.386463095,0.451728907,0.106515833,0.526765094,0.59418478,0.080209202,0.161160784,0.317728207,0.865050285,0.039849641,0.163104642,0.215235028,0.544408165,0.037586397,0.824311655,0.810976014,0.515220524,0.394548287,0.986767414,0.798486638,0.143343847,0.402750181,0.680479579,0.041955017,0.515395331,0.606835119,0.791181457,0.918399639,0.506095703,0.034747591,0.953234288,0.986450126,0.372552125,0.36040488,0.667563424,0.379956202,0.671563685,0.400686416,0.478328808,0.833242978,0.773166234
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecis|t__SGB4820,0.859028987,0.949824624,0.902430709,0.085913592,0.002781648,0.350437757,0.951337917,0.085188697,0.393364255,0.073408911,0.183804609,0.915993673,0.153448098,0.504742143,0.07610062,0.444981159,0.771739988,0.896334326,0.015264921,0.4780211,0.207259584,0.008032102,0.009395726,0.783985688,0.687539722,0.8050754,0.533170545,0.074574556,0.770325917,0.32235582,0.513424156,0.299160405,0.684437987,0.039068779,0.233130996,0.963201136,0.074736073,0.570699546,0.906930929,0.509772822,0.108407674,0.867494994,0.850064064,0.025955828,0.761147858,0.486869674,0.886029308,0.077250763,0.866997872,0.000301974,0.384809885,1,0.704640788,0.615768383,0.389803587,0.587858017,0.07149968,0.150095108,0.260614568,0.105656554,0.170632946,0.35510224,0.077967657,0.191775486,0.236123221,0.018344318,0.702933327,0.93788316,0.141099744,0.58463121,0.268551429,0.051243832,0.009037872,0.301441927,0.000277467,0.028597582,0.011675995,0.000457186,0.039429582,0.948150962,0.309957977,0.431509649,0.655329795,0.993897978,0.27585175,0.559311726,0.000275134,0.956260559,0.951895475,0.060301707,0.605253567,0.138179535,0.570299359,0.122301632,0.46786853,0.011910907,0.801340835,0.026514519,0.00429809,0.75430608,0.517747131,0.6806026,0.87516996,0.133131638,0.18819312,0.343223243,0.548906442,0.061269528,0.557457754,2.55E-08,3.79E-05,0.038939863,0.00167047,0.000445212,0.009684304,0.171310554,0.04712168,0.024114411,0.254589822,0.168243436,0.91750246,0.235984484,0.342300385
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB6370,0.188113514,0.484379963,0.021523974,0.000355161,0.158056951,0.30764961,0.384008756,0.704666455,0.632750621,0.500519559,0.579502399,0.94510309,0.236111551,0.315524591,0.697268469,0.223140681,0.720085804,0.758270185,0.946638491,0.116160242,0.304057899,0.120334078,0.419000757,0.792771627,0.580623925,0.546432837,0.534899526,0.339818329,0.134288029,0.382231442,0.454928013,0.423803249,0.156148175,0.239497829,0.105919056,0.837026247,0.563848732,0.253142648,0.586027699,0.750081761,0.005166022,0.628948703,0.923874965,0.568675766,0.429915619,0.147430403,0.169299342,0.519000255,0.16671116,0.496927051,0.645221303,0.568380466,0.877807607,0.648468224,0.773484178,0.251350917,0.511062797,0.254449727,0.526380121,0.447662042,0.109933862,0.044405008,0.158509471,0.62852963,0.039281453,0.572543611,0.265021967,0.147912871,0.743448796,0.898818337,0.852227568,0.838365554,0.985331166,0.091824615,0.733219982,0.119306423,0.714954303,0.962068615,0.010635243,0.952641913,0.049624493,0.506182328,0.341274624,0.714556779,0.356671033,0.853945367,0.117195794,0.865700064,0.988075041,0.78673763,0.873552733,0.807223838,0.152630276,0.472246649,0.281994916,0.19431824,0.649847601,0.824020652,0.09161416,0.457756035,0.943895591,0.102090295,0.264492731,0.625785008,0.887637156,0.646570847,0.592162033,0.33994607,0.03657096,0.026568752,0.340341095,0.036730601,0.057662623,0.039688423,0.721246656,0.734517241,0.767374912,0.936745234,0.859376587,0.682672655,0.333113865,0.467920407,0.562107845
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB58485|s__GGB58485_SGB80143|t__SGB80143,0.115661728,0.442911375,0.015728773,0.129736306,0.117593669,0.806453839,0.013227341,0.343837763,0.864842126,0.958015701,0.821893266,0.100885897,0.116511484,0.13266188,0.000307598,0.834239765,0.222510698,0.009394091,0.067960968,0.593707407,0.577389733,0.259226427,0.81783819,0.148278675,0.601481954,0.796754126,0.947843061,0.929868297,0.191587083,0.94615736,0.946032149,0.648189079,0.764420984,0.174601947,0.610336081,0.83821656,0.904980339,0.266277625,0.291905597,0.511091005,0.676756436,0.506703368,0.001654768,0.000389228,0.008837435,0.617757064,0.803481231,0.136683309,0.409576109,0.127825405,0.421302098,0.930251329,0.193385378,0.208526062,0.465023306,0.556242148,0.152167083,0.115629769,0.191372402,0.194563342,0.76440871,0.535608528,0.328296061,0.215245591,0.998638407,0.582172351,0.339904624,0.585449802,0.756810163,0.836944742,0.003070143,0.567354715,0.160996613,0.592465205,0.793502803,0.497421576,0.275176969,0.589965305,0.487389693,0.691521327,0.115649889,0.228838056,0.5717891,0.896624592,0.228154346,0.002740215,0.516182165,0.166753514,0.367466163,0.514886293,0.95137348,0.536532545,0.87601715,0.928667946,0.659658896,0.829418539,0.359367535,0.645407898,0.011784088,0.610698474,0.606269037,0.679706056,0.764445965,0.920902183,0.019043155,0.803981284,0.246255797,0.338123778,0.364049586,0.92939226,0.583508553,0.487521922,0.661526708,0.852820535,0.19955125,0.304150766,0.635275277,0.950596423,0.479385451,0.871707213,0.984764184,0.284810192,0.550496642
